id,name,japanName,hiragana,bust,waist,hip,height,birthday,blood_type,hobby,prefectures,age
2275,Nakamura Risa,仲村梨沙,なかむらりさ,84.0,55.0,86.0,163.0,1967-07-21,O,,東京都,54.0
2276,Nakamoto Minami,仲本みなみ（橘優香）,なかもとみなみ（たちばなゆうか）,86.0,60.0,87.0,163.0,,,,,
22617,Maeno Satomi,前乃さとみ,まえのさとみ,82.0,58.0,84.0,157.0,1987-12-12,,お菓子作り,,34.0
22633,Hirai Yukina,平井ゆきな,ひらいゆきな,85.0,59.0,88.0,,,,,,
22646,Tubaki Kaoru,椿かをる,つばきかをる,105.0,82.0,102.0,,,,,,
22657,Nami,七海,なみ,86.0,58.0,85.0,164.0,,,,,
22659,Natukawa Rui,夏川るい,なつかわるい,84.0,60.0,85.0,148.0,1987-07-01,AB,料理、テニス、ダンス,東京都,34.0
22661,Sei,聖,せい,85.0,59.0,85.0,154.0,1985-07-07,,音楽鑑賞,,36.0
22663,Yukino Hotaru,雪乃ほたる,ゆきのほたる,88.0,56.0,85.0,161.0,1988-05-15,AB,手芸、料理、マッサージ,岩手県,33.0
22664,Misaki Yuuka,みさき優香,みさきゆうか,95.0,60.0,82.0,,,,,,
22668,Nonaka Anri,野中あんり,のなかあんり,74.0,56.0,84.0,154.0,1988-11-25,A,映画鑑賞,東京都,33.0
22671,Huzisaki Reina,藤咲れいな,ふじさきれいな,84.0,60.0,84.0,,1988-08-24,,,,33.0
22684,Aoyama Arisa,青山亜里沙,あおやまありさ,,,,,,,,,
22690,Hinano,ひなの,ひなの,84.0,57.0,84.0,153.0,,,,,
22691,Mayumi Mai,真弓舞,まゆみまい,,,,,,,,,
22692,Eren,EREN,えれん,86.0,56.0,81.0,167.0,,,,,
22693,Itou Eri,伊東エリ,いとうえり,,58.0,90.0,175.0,,,,,
22694,Seto Sin,瀬戸芯,せとしん,,,,,,,,,
22701,Kirari,きらり,きらり,,,,,,,,,
22703,Yokomine Ai,横峰あい,よこみねあい,85.0,58.0,86.0,,,,,,
22704,Minami Meina,芽衣奈（南芽衣奈）,めいな（みなみめいな）,91.0,63.0,85.0,145.0,,O,音楽鑑賞,千葉県,
22709,Burii Oruson,ブリー・オルソン（ブリー・オルセン）,ぶりーおるそん（ぶりーおるせん）,,,,,,,,,
22726,Suzuki Anna,鈴木あんな,すずきあんな,84.0,58.0,86.0,,,,,,
22770,Tubasa Yuuka,翼裕香,つばさゆうか,,,,,,,,,
22785,Matuhasi Ruka,松橋ルカ,まつはしるか,97.0,57.0,87.0,158.0,,,,,
22786,Misaki Yumeka,美咲夢花,みさきゆめか,,,,,,,,,
22796,Mizusawa Arisu,水沢ありす,みずさわありす,83.0,58.0,85.0,,,,,,
22800,Kanno Maya,菅野麻弥,かんのまや,,,,,,,,,
22803,Natuki Rino,那月りの,なつきりの,,,,,,,,,
22804,Haduki Zyuri,葉月樹里,はづきじゅり,,,,,,,,,
22806,Yamamoto Tiduko,山本ちづこ,やまもとちづこ,86.0,65.0,87.0,156.0,,,,,
22808,Satuki Ryouko,五月涼子,さつきりょうこ,,,,,,,,,
22812,Huzikura Reimi,藤倉れいみ,ふじくられいみ,89.0,58.0,84.0,153.0,1987-02-09,B,ジャガーの写メを撮ること/セックス,,34.0
22822,Wakou Siho,和光志穂,わこうしほ,83.0,65.0,85.0,160.0,,,,,
22823,Suginami Sizuka,杉並静香,すぎなみしずか,,,,,,,,,
22824,Hosino Namie,ほしの菜実恵,ほしのなみえ,103.0,58.0,83.0,154.0,,,,,
22827,Mizukawa Ayako,水川彩子,みずかわあやこ,92.0,60.0,90.0,160.0,,,,,
22832,Misaki Erina,三咲エリナ,みさきえりな,,,,,,,,,
22834,Isihara Asuka,石原あすか,いしはらあすか,90.0,60.0,90.0,170.0,1985-04-08,O,ネイル,東京都,36.0
22841,Kakimoto Mao,柿本真緒,かきもとまお,85.0,65.0,87.0,157.0,,,,,
22850,Kiyomi Zyun,キヨミジュン,きよみじゅん,85.0,55.0,85.0,163.0,1987-08-30,A,映画鑑賞・乗馬・人間観察,東京都,34.0
22851,Kisaki Sumire,妃すみれ,きさきすみれ,83.0,58.0,83.0,155.0,1975-05-05,,ショッピング,京都府,46.0
22852,Aikawa Yura,あいかわゆら,あいかわゆら,,58.0,80.0,156.0,,,,,
22853,Asakura Miki,朝倉みき,あさくらみき,,58.0,85.0,,,,,,
22858,Hirako Emiri,平子エミリ,ひらこえみり,88.0,58.0,84.0,161.0,1988-04-22,O,ドライブ,,33.0
22859,Hizaki Ayumi,紕咲あゆみ,ひざきあゆみ,84.0,56.0,84.0,162.0,1985-09-20,A,ショッピング、バレエ,,36.0
22864,Enomoto Yuuna,榎本ゆうな,えのもとゆうな,88.0,58.0,89.0,163.0,1987-08-30,A,,東京都,34.0
22865,Tuzi Arisu,辻ありす,つじありす,84.0,59.0,83.0,150.0,1988-04-10,B,カラオケ・ショッピング,東京都,33.0
22866,Mihana Yuri,美花ゆり,みはなゆり,,58.0,84.0,165.0,,,,,
22873,Sumomo Momo,すもも桃,すもももも,,,,,,,,,
22875,Kawamoto Ai,河本愛,かわもとあい,,,,,,,,,
22953,Sasaki Ryou,佐々木涼,ささきりょう,,,,,,,,,
22956,Rukawa Zyun,流川純,るかわじゅん,92.0,60.0,89.0,163.0,,,,,
22959,Ayane Mimi,絢音ミミ,あやねみみ,93.0,60.0,88.0,,,,,,
22964,Sakurakawa Mana,桜川マナ,さくらがわまな,,,,,,,,,
22988,Rika,RICA,りか,83.0,58.0,83.0,155.0,1987-03-21,A,カラオケ、お風呂、マッサージ,東京都,34.0
22989,Tooyama Tisato,遠山千里,とおやまちさと,83.0,56.0,83.0,158.0,1988-10-01,O,ショッピング,千葉県,33.0
22990,Seto Aira,瀬戸あいら,せとあいら,,58.0,83.0,,,,,,
22991,Ooba Nana,大葉なな,おおばなな,88.0,57.0,86.0,165.0,1984-07-07,O,カラオケ、ショッピング,,37.0
22992,Tubakihime,椿姫,つばきひめ,90.0,58.0,85.0,157.0,1987-05-05,,散歩、料理,,34.0
22995,Miyasita Mai,宮下まい,みやしたまい,86.0,57.0,68.0,155.0,,A,アロマオイル、ショッピング、習字、ピアノ,東京都,
23013,Sawaguti Aiko,沢口愛子,さわぐちあいこ,,,,,,,,,
23015,Ganaha Rei,我那覇レイ（REI）,がなはれい（れい）,96.0,58.0,87.0,157.0,,,,,
23016,Midorikawa Emi,緑川えみ,みどりかわえみ,90.0,60.0,88.0,,,,,,
23017,Kitahara Natumi,北原夏美,きたはらなつみ,90.0,60.0,88.0,158.0,,,,,
23018,Konno Minako,紺野美奈子,こんのみなこ,,58.0,85.0,159.0,1985-02-14,,旅行,,36.0
23019,Momosaki Manami,桃咲まなみ,ももさきまなみ,90.0,60.0,88.0,151.0,1986-11-10,A,水泳,東京都,35.0
23020,Takizawa Kurisutaru,滝澤クリスタル,たきざわくりすたる,83.0,58.0,84.0,158.0,,,,,
23025,Aragaki Saya,新垣さや,あらがきさや,,,,,,,,,
23070,Suzuna Remon,鈴菜れもん,すずなれもん,,60.0,82.0,,,,,,
23071,Komine Misa,小峰ミサ,こみねみさ,,58.0,85.0,,,,,,
23072,Kawase Sayaka,川瀬さやか,かわせさやか,86.0,60.0,88.0,156.0,,,,,
23076,Ayanami Sena,綾波セナ,あやなみせな,86.0,55.0,82.0,155.0,1984-12-13,,アロマテラピー,東京都,37.0
23077,Nakai Miyu,中居みゆ,なかいみゆ,,58.0,85.0,159.0,1986-10-17,,料理、ピアノ,北海道,35.0
23082,Aiuti Rika,相内リカ,あいうちりか,96.0,61.0,87.0,156.0,1987-12-11,O,ダンス、I字バランス,東京都,34.0
23083,Takeuti Zyunko,竹内順子,たけうちじゅんこ,,63.0,90.0,166.0,,,,,
23084,Minami Sizuka,南しずか,みなみしずか,88.0,60.0,88.0,163.0,,,,,
23085,Sirai Hitomi,白井ひとみ,しらいひとみ,88.0,58.0,89.0,158.0,,,,,
23105,Isida Eriko,石田えりこ,いしだえりこ,,,,,,,,,
23110,Kawai Mana,あさひ蘭（川伊まな）,あさひらん（かわいまな）,,65.0,95.0,166.0,,,,,
23111,Tanaka Anri,田中杏里,たなかあんり,,,,,,,,,
23113,Nanase Kasumi,神崎レオナ（七瀬かすみ）,かんざきれおな（ななせかすみ）,84.0,58.0,89.0,153.0,1985-01-10,O,買い物、吹奏楽,東京都,36.0
23114,Sakurai Nao,桜井なお,さくらいなお,85.0,59.0,87.0,154.0,1986-03-01,A,,,35.0
23117,Inamori Keito,稲森ケイト,いなもりけいと,,,,,,,,,
23120,Erika,ERIKA（モカ、MOKA）,えりか（もか）,92.0,60.0,86.0,160.0,1988-07-07,A,カラオケ,東京都,33.0
23126,Namikibasi Yasuko,並木橋靖子,なみきばしやすこ,,,,,,,,,
23128,Inoue Rina,井上莉奈,いのうえりな,,58.0,82.0,146.0,,,,,
23130,Kawakami Yuu,川上ゆう（森野雫）,かわかみゆう（もりのしずく）,84.0,60.0,83.0,150.0,1982-03-03,B,料理全般、水泳（インストラクター、元トライアスロン競技者）,東京都,39.0
23137,Nonomura Hatune,野々村初音,ののむらはつね,92.0,58.0,88.0,158.0,,,,,
23140,Suzuki Kanade,鈴木奏,すずきかなで,85.0,58.0,86.0,169.0,1979-09-19,,,,42.0
23141,Koizumi Rina,小泉梨菜,こいずみりな,82.0,56.0,82.0,153.0,1989-03-03,,スポーツ観戦、水泳,,32.0
23146,Kousaka Rina,香坂りな,こうさかりな,,,,,,,,,
23150,Motiduki Rio,望月莉緒,もちづきりお,,,,,,,,,
23157,Kikukawa Mari,菊川麻里,きくかわまり,,,,,,,,,
23158,Ibuki Riko,伊吹りこ,いぶきりこ,90.0,60.0,88.0,163.0,1986-05-01,A,オナニー、アロママッサージ,東京都,35.0
23160,Miyazaki Ai,宮崎あい,みやざきあい,101.0,,,,,,,,
23200,Itou Yui,伊藤結衣,いとうゆい,,60.0,88.0,160.0,,,,,
23204,Komatu Yurina,小松ユリナ,こまつゆりな,,61.0,89.0,161.0,,,,,
23206,Yokoyama Kayo,横山カヨ,よこやまかよ,,,,,,,,,
23208,Touno Erin,東野愛鈴,とうのえりん,83.0,58.0,85.0,164.0,1985-09-09,AB,スノーボード、ドライブ,東京都,36.0
23214,Kurisu Ozawa,クリス小澤,くりすおざわ,,61.0,88.0,169.0,,,,,
23224,Tominaga Maria,富永マリア,とみながまりあ,76.0,59.0,83.0,167.0,,,,,
23225,Wakui Yuna,和久井由菜,わくいゆな,,56.0,85.0,,,,,,
23226,Yosinaga Natuki,青山さつき（吉永なつき）,あおやまさつき（よしながなつき）,83.0,60.0,86.0,162.0,1988-09-15,O,スポーツ、ダーツ,東京都,33.0
23231,Sinohara Tisato,篠原千里,しのはらちさと,,,,,,,,,
23232,Mori Yukina,森雪那,もりゆきな,,61.0,86.0,,,,,,
23234,Itou Aoba,伊藤青葉,いとうあおば,,61.0,84.0,152.0,,,,,
23238,Yosiyuki Zyunko,吉行じゅん子,よしゆきじゅんこ,,,,,,,,,
23239,Urasawa Ayako,浦沢亜矢子,うらさわあやこ,,,,,,,,,
23240,Huzinomiya Remi,藤ノ宮礼美,ふじのみやれみ,120.0,73.0,108.0,168.0,,,,,
23242,Aoyama Itika,青山いちか,あおやまいちか,,58.0,82.0,151.0,,,,,
23249,Konisi Ryouko,小西涼子,こにしりょうこ,,57.0,85.0,159.0,,,,,
23250,Odagiri Mao,おだぎり麻央,おだぎりまお,,58.0,87.0,165.0,,,,,
23253,Mizutani Hitomi,水谷ひとみ,みずたにひとみ,,,,,,,,,
23265,Yosii Reina,吉井玲奈,よしいれいな,,59.0,88.0,157.0,,,,,
23268,Hirase Ryou,平瀬りょう,ひらせりょう,89.0,58.0,85.0,164.0,1979-02-17,A,エステ,東京都,42.0
23269,Maki,真希,まき,83.0,65.0,88.0,163.0,,,,,
23270,Sakura,SAKURA,さくら,,60.0,87.0,,,,,,
23278,Isiguro Kyouka,石黒京香（黒木かえで）,いしぐろきょうか（くろきかえで）,85.0,60.0,87.0,158.0,,,,,
23288,Takahara Konomi,高原このみ,たかはらこのみ,,,,,,,,,
23290,Tiba Yukari,千葉ゆかり,ちばゆかり,,,,,,,,,
23312,Sawaziri Momomi,沢尻もも美,さわじりももみ,,,,,,,,,
23336,Mazima Miyuki,真島みゆき,まじまみゆき,,56.0,88.0,,,,,,
23337,Katase Aika,片瀬あいか,かたせあいか,,,,,,,,,
23342,Miyato Orie,宮戸織江,みやとおりえ,,,,,,,,,
23343,Mitui Towa,あいぶらん（蜜井とわ）,あいぶらん（みついとわ）,103.0,61.0,88.0,151.0,1988-06-21,A,柔道2段、英検3級、漢検3級,大阪府,33.0
23351,Misaki Risa,岬リサ,みさきりさ,88.0,58.0,89.0,171.0,1986-11-11,AB,旅行、テニス、バスケ,新潟県,35.0
23352,Matimura Sayoko,町村小夜子,まちむらさよこ,,58.0,83.0,153.0,,,,,
23357,Minami Noko,みなみのこ,みなみのこ,,,,,,,,,
23368,Uehara Yuu,上原優,うえはらゆう,,,,,,,,,
23369,Uozumi Sae,魚住紗江,うおずみさえ,84.0,63.0,86.0,165.0,,,,,
23374,Kuroda Sana,黒田さな,くろださな,,,,,,,,,
23380,Namiki Ruka,並木るか（橘ひな）,なみきるか（たちばなひな）,90.0,58.0,86.0,149.0,,,,,
23386,Haduki Saaya,葉月紗絢,はづきさあや,83.0,58.0,85.0,164.0,,,ものまね,,
23391,Hinata Megu,ひなためぐ,ひなためぐ,85.0,56.0,83.0,160.0,,,音楽鑑賞、買い物、歌,,
23399,Motiduki Yumi,望月ゆみ,もちづきゆみ,,,,,,,,,
23401,Yosizawa Ami,吉澤あみ,よしざわあみ,,,,,,,,,
23405,Matuura Ami,松浦亜美,まつうらあみ,,,,,,,,,
23406,Kobayasi Mei,小林芽衣（小林メイ）,こばやしめい,110.0,64.0,90.0,164.0,,,,茨城県,
23409,Asamiya Ryouko,朝宮涼子,あさみやりょうこ,,,,,,,,,
23410,Maririn,まりりん,まりりん,,58.0,87.0,170.0,1987-12-03,,買い物、散歩,福島県,34.0
23412,Harumi Riku,晴海りく,はるみりく,,,,,,,,,
23415,Hosino Aya,星野彩,ほしのあや,,59.0,84.0,,,,,,
23417,Igarasi Kokoro,五十嵐こころ,いがらしこころ,80.0,54.0,83.0,147.0,1989-02-05,O,ショッピング、ドライブ,東京都,32.0
23419,Oosiro Yuka,大城友佳,おおしろゆか,81.0,56.0,85.0,166.0,1985-04-20,A,料理・バスケットボール,東京都,36.0
23420,Yabuki Haruka,矢吹はるか,やぶきはるか,,,,,,,,,
23422,Sakamoto Tosiko,坂本淑子,さかもととしこ,,,,,,,,,
23427,Urumi Yuu,うるみゆう,うるみゆう,95.0,59.0,84.0,148.0,1987-05-15,A,ドライブ,福島県,34.0
23428,Sonohara Mika,園原みか,そのはらみか,89.0,59.0,88.0,159.0,1988-11-15,A,買い物、料理,北海道,33.0
23430,Anno Mahiru,杏野まひる,あんのまひる,88.0,59.0,85.0,,1986-11-29,AB,料理、絵、子供と遊ぶ、美容,京都府,35.0
23435,Akane Sion,茜しおん,あかねしおん,80.0,57.0,83.0,160.0,1983-06-13,AB,買い物、料理,岡山県,38.0
23445,Saotome Rui,早乙女ルイ,さおとめるい,85.0,57.0,82.0,153.0,1988-06-26,A,ディズニーランドに行くこと,東京都,33.0
23447,Sakuragi Rin,桜木凛,さくらぎりん,83.0,57.0,82.0,158.0,1989-03-03,B,ショッピング、デジカメ（撮る方撮られる方両方）,兵庫県,32.0
23452,Takane Sayuri,高嶺さゆり,たかねさゆり,,60.0,100.0,172.0,1985-01-14,,バスケットボール,,36.0
23453,Haruno Kanon,春乃花音,はるのかのん,89.0,56.0,89.0,163.0,1984-12-24,,,兵庫県,37.0
23457,Isikawa Miki,石川美貴,いしかわみき,85.0,60.0,88.0,155.0,,,,,
23459,Natukawa Mayuri,夏川まゆり,なつかわまゆり,87.0,59.0,86.0,159.0,1986-11-03,O,バスケ、バレエ、ダンス,,35.0
23460,Marimo,MARIMO,まりも,88.0,60.0,85.0,162.0,1989-08-01,,料理（得意料理はハンバーグ）,,32.0
23465,Hosino Rio,星野りお,ほしのりお,,,,,,,,,
23479,Sion,詩音,しおん,87.0,61.0,90.0,164.0,,,映画鑑賞,,
23480,Fukuyama Natumi,福山夏実,ふくやまなつみ,90.0,60.0,89.0,152.0,1987-02-19,B,,千葉県,34.0
23497,Sirobana Yuri,白華ユリ,しろばなゆり,85.0,65.0,86.0,157.0,,,,,
23498,Asuka Io,あすか伊央,あすかいお,,57.0,85.0,164.0,,,,,
23499,Sakamoto Aimi,坂本愛海,さかもとあいみ,88.0,57.0,81.0,148.0,1989-01-18,A,ゲーム、犬の散歩,東京都,32.0
23501,Mise Zyun,美瀬純,みせじゅん,,,,,,,,,
23502,Hanai Meisa,花井メイサ,はないめいさ,98.0,58.0,89.0,157.0,1986-07-20,A,編み物、アクセサリー集め,,35.0
23512,Aida Sayaka,相田紗耶香,あいださやか,88.0,58.0,87.0,163.0,1988-03-05,,料理、タイピング,,33.0
23514,Minami Sayaka,南沙也香,みなみさやか,101.0,60.0,90.0,,,,,,
23521,Sakura Mimi,桜みみ,さくらみみ,88.0,58.0,88.0,161.0,1984-04-11,AB,買い物,東京都,37.0
23543,Kaiduka Makoto,貝塚真琴,かいづかまこと,,,,,,,,,
23545,Anzyu Sora,杏樹そら,あんじゅそら,,,,,,,,,
23546,Takanasi Ren,小鳥遊恋（高梨恋子）,たかなしれん（たかなしこいこ）,86.0,60.0,88.0,156.0,,,,,
23548,Kirisima Noa,霧島のぁ,きりしまのぁ,89.0,60.0,91.0,165.0,,,,,
23558,Konno Hikaru,紺野ひかる,こんのひかる,85.0,59.0,86.0,165.0,1994-01-16,,アニメ,東京都,27.0
23562,Nakamura Ayano,中村綾乃,なかむらあやの,93.0,63.0,90.0,160.0,,,,,
23568,Maria Dhizon,マリア ディゾン,まりあ でぃぞん,85.0,59.0,81.0,165.0,1987-11-15,A,ショッピング,東京都,34.0
23570,Yukino Sizuku,雪乃しずく,ゆきのしずく,90.0,58.0,85.0,161.0,,,,,
23573,Hukuhara Emiko,福原恵美子,ふくはらえみこ,,,,,,,,,
23578,Yosinaga Aki,吉永あき,よしながあき,,,,,,,,,
23581,Itizyou Megumi,一条恵,いちじょうめぐみ,85.0,62.0,86.0,158.0,,,,,
23588,Aino Ayane,松下ゆうか（愛乃彩音、藤咲ゆうか）,まつしたゆうか（あいのあやね、ふじさきゆうか）,88.0,60.0,86.0,155.0,1982-01-04,,お酒、水泳,神奈川県,39.0
23603,Kurumi Erika,来未エリカ,くるみえりか,85.0,58.0,86.0,161.0,,,,,
23604,Maron,maron,まろん,,,,,,,,,
23606,Hosikura Nagisa,星倉なぎさ,ほしくらなぎさ,,,,,,,,,
23607,Yamaguti Kayo,山口佳代,やまぐちかよ,,,,,,,,,
2277,Asaoka Mirei,朝岡実嶺,あさおかみれい,83.0,58.0,85.0,151.0,1970-04-18,O,テニス、スキー、洋楽鑑賞,埼玉県,51.0
2278,Andou Erika,安藤恵理香,あんどうえりか,83.0,60.0,90.0,,,,,,
2280,Asaoka Minami,朝丘南（緒川夕貴）,あさおかみなみ（おがわゆうき）,85.0,59.0,87.0,154.0,1979-06-05,O,映画鑑賞,京都府,42.0
2281,Asaka Emi,朝香えみ,あさかえみ,80.0,51.0,,,,,,,
2283,Asabuki Keito,朝吹ケイト,あさぶきけいと,85.0,58.0,85.0,160.0,1962-07-03,,,東京都,59.0
2285,Asakura Siho,朝倉しほ（上野舞子）,あさくらしほ（うえのまいこ）,88.0,60.0,85.0,165.0,1978-12-18,O,ショッピング、ホットケーキを焼くこと,兵庫県,43.0
2286,Asakura Maria,朝倉まりあ,あさくらまりあ,99.0,58.0,86.0,153.0,1978-10-04,B,インターネット,新潟県,43.0
2287,Koto Hikaru,古都ひかる,ことひかる,85.0,57.0,86.0,163.0,1985-03-13,O,読書、パソコン,大阪府,36.0
2291,Asakura Rei,朝倉麗,あさくられい,84.0,62.0,88.0,,,,,,
2292,Asahi Tiharu,朝日千春,あさひちはる,83.0,59.0,85.0,,,,,,
2293,Asahina Ririko,朝比奈りり子,あさひなりりこ,85.0,56.0,86.0,156.0,1979-12-15,A,音楽鑑賞、ショッピング,神奈川県,42.0
2295,Miyazaki Mayumi,宮崎まゆみ,みやざきまゆみ,86.0,58.0,86.0,,1975-06-10,,音楽鑑賞,,46.0
2297,Sio Yukari,潮ゆかり,しおゆかり,,,,,,,,,
2301,Nagatuki Ami,長月亜美,ながつきあみ,85.0,59.0,86.0,,1979-06-04,O,ショッピング、カラオケ,,42.0
2302,Nagasaki Misa,長崎美沙,ながさきみさ,82.0,60.0,87.0,,,,,,
2303,Nagase Kana,長瀬かな,ながせかな,80.0,58.0,86.0,,,,,,
2305,Nagase Ai,長瀬愛,ながせあい,82.0,58.0,84.0,145.0,1979-10-26,A,映画鑑賞,千葉県,42.0
2307,Nagasawa Anna,長沢安奈,ながさわあんな,84.0,57.0,85.0,,,,,,
2310,Hasegawa Hitomi,長谷川瞳,はせがわひとみ,90.0,58.0,87.0,153.0,1981-10-28,O,読書、歌を歌うこと,東京都,40.0
2311,Hasegawa Yumi,長谷川由美,はせがわゆみ,,,,,,,,,
2312,Hasegawa Rumiko,長谷川留美子,はせがわるみこ,88.0,60.0,88.0,165.0,1979-06-11,A,海外旅行、映画鑑賞,神奈川県,42.0
2314,Nagasima Ryouko,長島りょう子,ながしまりょうこ,82.0,60.0,88.0,,1980-10-10,O,,,41.0
2315,Nagasima Ayumi,長島歩実,ながしまあゆみ,88.0,58.0,84.0,,1980-11-14,A,,,41.0
2316,Seto Zyun,瀬戸準,せとじゅん,88.0,58.0,88.0,168.0,1984-12-08,O,映画鑑賞、ショッピング、エッチ,千葉県,37.0
2318,Nagasima Takako,長島隆子,ながしまたかこ,88.0,,,,,,,,
2319,Nagamine Rumi,長峰ルミ,ながみねるみ,82.0,58.0,84.0,156.0,1971-09-12,B,,,50.0
2320,Nagano Azusa,長野あずさ,ながのあずさ,85.0,54.0,82.0,156.0,1977-03-03,A,,長野県,44.0
2322,Tuda Nao,津田なお,つだなお,,,,,,,,,
2324,Tusima Mana,津島真奈,つしままな,,,,,,,,,
2325,Tunoda Kaoru,津野田薫,つのだかおる,86.0,59.0,88.0,168.0,1979-03-20,A,スノーボード,埼玉県,42.0
2326,Siina Asuka,椎名あすか,しいなあすか,88.0,60.0,90.0,,1980-12-12,B,,,41.0
2327,Siina Ayumi,椎名あゆみ,しいなあゆみ,,,,,,,,,
2328,Siina Eri,椎名エリ,しいなえり,85.0,58.0,85.0,155.0,1979-12-20,B,スノーボード,東京都,42.0
2329,Siina Kurara,椎名くらら,しいなくらら,83.0,55.0,82.0,,1981-03-16,A,料理を作ること,,40.0
2330,Siina Konomi,椎名このみ,しいなこのみ,85.0,60.0,87.0,159.0,,,,,
2331,Siina Mizuki,椎名みずき,しいなみずき,83.0,60.0,88.0,,,,,,
2333,Siina Minami,椎名みなみ,しいなみなみ,86.0,59.0,88.0,,,,,,
2336,Siina Rui,椎名るい,しいなるい,83.0,58.0,86.0,158.0,1981-01-23,B,ピアノ、料理,長野県,40.0
2340,Siina Saki,椎名沙紀,しいなさき,,,,,,,,,
2341,Siina Zyun,椎名純,しいなじゅん,,,,,,,,,
2343,Siina Maki,椎名真希,しいなまき,86.0,59.0,87.0,159.0,1981-02-10,B,ショッピング,東京都,40.0
2345,Siina Haruyo,椎名陽世,しいなはるよ,84.0,58.0,88.0,160.0,1977-12-24,B,,東京都,44.0
2346,Tutiya Suzu,槌谷すず,つちやすず,80.0,59.0,85.0,,1982-07-04,O,,,39.0
2348,Tuzi Honoka,辻ほのか,つじほのか,88.0,56.0,87.0,,1982-12-22,AB,,,39.0
2351,Tuzimoto Sayuri,辻本さゆり,つじもとさゆり,85.0,59.0,89.0,,,,,,
2353,Turuta Mai,鶴田真衣,つるたまい,83.0,59.0,83.0,,1969-05-04,,,,52.0
2354,Tutumi Aki,堤あき,つつみあき,83.0,58.0,86.0,,1981-09-07,,,,40.0
2355,Tutumi Sayaka,堤さやか,つつみさやか,85.0,59.0,84.0,151.0,1980-02-03,O,,神奈川県,41.0
2357,Amahane Misuna,天羽美砂,あまはみすな,87.0,55.0,87.0,,,,,,
2364,Amano Kokoro,天野こころ,あまのこころ,83.0,59.0,58.0,153.0,1982-08-30,A,カラオケ、ショッピング,岩手県,39.0
2365,Hirayama Asaka,平山朝香,ひらやまあさか,85.0,59.0,83.0,162.0,1985-03-14,A,料理、スノーボード,東京都,36.0
2368,Amano Mirai,天野未来,あまのみらい,90.0,59.0,86.0,,1977-07-07,A,,,44.0
2369,Amano Riho,天野理穂,あまのりほ,86.0,61.0,87.0,153.0,1981-07-07,A,ショッピング、カラオケ,神奈川県,40.0
2371,Tamaru Ai,田丸愛,たまるあい,90.0,58.0,88.0,168.0,1981-04-30,AB,パソコン、くまのプーさんグッズ集め,東京都,40.0
2372,Tahara Ayumi,田原あゆみ,たはらあゆみ,84.0,58.0,80.0,,1981-12-20,O,ショッピング,,40.0
2374,Taguti Ayaka,田口綾香,たぐちあやか,80.0,55.0,84.0,157.0,1983-04-02,B,,,38.0
2376,Taguti Yukari,田口ゆかり,たぐちゆかり,,,,,,,,,
23621,Amamiya Sana,天宮紗那,あまみやさな,,,,,,,,,
23646,Hatanaka Pain,畑中パイン,はたなかぱいん,93.0,58.0,83.0,,1984-04-12,B,料理,東京都,37.0
23652,Bety Rin,ベティ・リン,べてぃりん,96.0,58.0,89.0,160.0,1983-07-18,,旅行、ショッピング,,38.0
23674,Morino Hina,森野ひな,もりのひな,,,,,,,,,
23675,Huyutuki Kaede,冬月かえで,ふゆつきかえで,84.0,58.0,84.0,163.0,1988-09-14,A,資格いろいろ、どこでも眠れる,大阪府,33.0
23676,Sinra Maki,真羅マキ,しんらまき,82.0,55.0,82.0,165.0,,,,,
23677,Kazetani Neo,風谷音緒,かぜたにねお,,,,,,,,,
23682,Satou Yuri,佐藤友里（橋岡麻衣）,さとうゆり（はしおかまい）,93.0,58.0,85.0,163.0,1986-08-20,B,テニス・ピアノ,神奈川県,35.0
23683,Yumeno Mina,夢野み〜な,ゆめのみ〜な,,,,,,,,,
23684,Arisawa Sena,有沢セナ,ありさわせな,,,,,,,,,
23694,Aina Rina,愛菜りな,あいなりな,88.0,58.0,86.0,153.0,1986-08-29,,,千葉県,35.0
23697,Yosinaga Zyun,吉永純,よしながじゅん,90.0,59.0,89.0,171.0,1986-12-08,O,スポーツ観戦・チェス,,35.0
23751,Honzyou Karin,本上花梨,ほんじょうかりん,84.0,60.0,88.0,163.0,,,,,
23752,Harukaze Emi,春風えみ,はるかぜえみ,83.0,60.0,85.0,159.0,1988-07-07,O,ドライブ,東京都,33.0
23756,Moriguti Aika,森口あいか,もりぐちあいか,85.0,60.0,82.0,151.0,1986-06-12,,,東京都,35.0
23757,Tuzi Saki,辻さき,つじさき,90.0,53.0,83.0,160.0,1988-08-09,AB,旅行,青森県,33.0
23778,Tanimura Miyako,谷村都,たにむらみやこ,84.0,60.0,81.0,156.0,,,,,
23779,Miyamoto Sizuka,宮本静,みやもとしずか,90.0,,,,,,,,
23780,Sawamura Yumi,沢村由美,さわむらゆみ,,,,,,,,,
23782,Kamiya Setuko,神谷節子,かみやせつこ,,,,,,,,,
23783,Aihara Tubasa,愛原つばさ,あいはらつばさ,85.0,57.0,86.0,148.0,1987-06-24,AB,ボディーボード、英語,,34.0
23784,Kataoka Saki,青木莉子（桜まい、片岡さき）,あおきりこ（さくらまい、かたおかさき）,92.0,58.0,86.0,160.0,1986-07-04,A,音楽鑑賞,,35.0
23787,Honda Eriko,本田英里子,ほんだえりこ,,,,,,,,,
